name,nation,position,detailed_position,age,birth_date,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name,team_code,team_logo_url,player_id,player_image_url,season
Raphinha,Brazil,FORWARD,WINGER,29,1996-12-14,14,1225,13,9,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250112880,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112880.jpg,2024-25
Antonio Rüdiger,Germany,DEFENDER,CENTRE_BACK,33,1993-03-03,13,1188,2,0,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250028211,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250028211.jpg,2024-25
David Raya,Spain,GOALKEEPER,UNKNOWN,30,1995-09-15,13,1170,0,0,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250171278,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171278.jpg,2024-25
Gregor Kobel,Switzerland,GOALKEEPER,GOALKEEPER,28,1997-12-06,13,1170,0,0,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250069832,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250069832.jpg,2024-25
Ousmane Dembélé,France,FORWARD,UNKNOWN,29,1997-05-15,15,1163,8,6,0,2,1,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250066886,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066886.jpg,2024-25
Fabián Ruiz,Spain,MIDFIELDER,CENTRAL_MIDFIELDER,30,1996-04-03,17,1151,1,4,0,2,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250115436,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115436.jpg,2024-25
Jude Bellingham,England,MIDFIELDER,UNKNOWN,22,2003-06-29,13,1136,3,2,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250128377,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128377.jpg,2024-25
Kylian Mbappé,France,FORWARD,STRIKER,27,1998-12-20,14,1132,7,2,0,1,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250076574,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076574.jpg,2024-25
Harry Kane,England,FORWARD,STRIKER,32,1993-07-28,13,1120,11,2,4,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250016833,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250016833.jpg,2024-25
Pedri,Spain,MIDFIELDER,UNKNOWN,23,2002-11-25,14,1117,0,2,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250143693,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250143693.jpg,2024-25
Thibaut Courtois,Belgium,GOALKEEPER,GOALKEEPER,34,1992-05-11,12,1110,0,0,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250011668,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250011668.jpg,2024-25
Jules Koundé,France,DEFENDER,CENTRE_BACK,27,1998-11-12,13,1106,0,3,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250096309,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096309.jpg,2024-25
Vinícius Júnior,Brazil,FORWARD,UNKNOWN,25,2000-07-12,12,1104,8,3,1,4,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250121533,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121533.jpg,2024-25
Lamine Yamal,Spain,FORWARD,UNKNOWN,18,2007-07-13,13,1101,5,3,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250176450,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176450.jpg,2024-25
Bradley Barcola,France,FORWARD,UNKNOWN,23,2002-09-02,17,1096,3,4,0,1,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250134138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134138.jpg,2024-25
Serhou Guirassy,Rep of Guinea,FORWARD,STRIKER,30,1996-03-12,14,1084,13,4,5,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250080553,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080553.jpg,2024-25
Hans Vanaken,Belgium,MIDFIELDER,ATTACKING_MIDFIELDER,33,1992-08-24,12,1080,1,1,1,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250064188,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064188.jpg,2024-25
Dávid Hancko,Slovakia,DEFENDER,CENTRE_BACK,28,1997-12-13,12,1080,1,1,0,1,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250092668,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250092668.jpg,2024-25
Nicolás Otamendi,Argentina,DEFENDER,UNKNOWN,38,1988-02-12,12,1080,1,0,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250017040,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250017040.jpg,2024-25
Nico Schlotterbeck,Germany,DEFENDER,UNKNOWN,26,1999-12-01,12,1080,0,1,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250134856,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134856.jpg,2024-25
Simon Mignolet,Belgium,GOALKEEPER,GOALKEEPER,38,1988-03-06,12,1080,0,0,0,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,98078,https://img.uefa.com/imgml/TP/players/1/2025/324x324/98078.jpg,2024-25
Brandon Mechele,Belgium,DEFENDER,CENTRE_BACK,33,1993-01-28,12,1080,0,0,0,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250053044,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250053044.jpg,2024-25
Anatoliy Trubin,Ukraine,GOALKEEPER,GOALKEEPER,24,2001-08-01,12,1080,0,0,0,0,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250113444,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113444.jpg,2024-25
Emiliano Martínez,Argentina,GOALKEEPER,GOALKEEPER,33,1992-09-02,12,1080,0,0,0,0,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250026721,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250026721.jpg,2024-25
Maxim De Cuyper,Belgium,MIDFIELDER,FULL_BACK,25,2000-12-22,12,1079,1,0,0,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250123695,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123695.jpg,2024-25
Alessandro Bastoni,Italy,DEFENDER,CENTRE_BACK,27,1999-04-13,14,1078,0,1,0,3,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250091199,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091199.jpg,2024-25
Minjae Kim,Korea Republic,DEFENDER,UNKNOWN,29,1996-11-15,13,1074,1,0,0,2,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250162325,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162325.jpg,2024-25
Joel Ordoñez,Ecuador,DEFENDER,UNKNOWN,22,2004-04-21,12,1048,0,0,0,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250176201,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176201.jpg,2024-25
Youri Tielemans,Belgium,MIDFIELDER,CENTRAL_MIDFIELDER,29,1997-05-07,12,1046,2,3,0,1,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250064006,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064006.jpg,2024-25
Michael Olise,France,MIDFIELDER,UNKNOWN,24,2001-12-12,14,1033,5,1,1,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250171184,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171184.jpg,2024-25
Morgan Rogers,England,FORWARD,UNKNOWN,23,2002-07-26,12,1025,4,3,0,1,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250117513,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117513.jpg,2024-25
Walter Benítez,Argentina,GOALKEEPER,UNKNOWN,33,1993-01-19,11,1020,0,0,0,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250101144,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101144.jpg,2024-25
Declan Rice,England,MIDFIELDER,UNKNOWN,27,1999-01-14,13,1005,4,2,0,3,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250083732,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250083732.jpg,2024-25
Orkun Kökçü,Türkiye,MIDFIELDER,ATTACKING_MIDFIELDER,25,2000-12-29,12,995,4,0,1,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250113211,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113211.jpg,2024-25
Nicolò Barella,Italy,MIDFIELDER,CENTRAL_MIDFIELDER,29,1997-02-07,13,994,0,2,0,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250066739,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066739.jpg,2024-25
Fredrik Aursnes,Norway,MIDFIELDER,DEFENSIVE_MIDFIELDER,30,1995-12-10,12,990,0,1,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250061027,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061027.jpg,2024-25
Ezri Konsa,England,DEFENDER,UNKNOWN,28,1997-10-23,11,990,1,0,0,1,0,Aston Villa,AVL,https://img.uefa.com/imgml/TP/teams/logos/240x240/52683.png,250123068,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123068.jpg,2024-25
Dayot Upamecano,France,DEFENDER,CENTRE_BACK,27,1998-10-27,11,990,0,1,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250079545,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079545.jpg,2024-25
William Saliba,France,DEFENDER,CENTRE_BACK,25,2001-03-24,11,990,0,0,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250127439,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127439.jpg,2024-25
Robert Lewandowski,Poland,FORWARD,STRIKER,37,1988-08-21,13,985,11,0,3,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250002096,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250002096.jpg,2024-25
Pau Cubarsí,Spain,DEFENDER,UNKNOWN,19,2007-01-22,13,981,0,1,0,2,1,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250176453,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176453.jpg,2024-25
Denzel Dumfries,Netherlands,DEFENDER,FULL_BACK,30,1996-04-18,12,974,2,3,0,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250112690,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112690.jpg,2024-25
Iñigo Martínez,Spain,DEFENDER,CENTRE_BACK,35,1991-05-17,11,958,2,1,0,3,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250040471,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040471.jpg,2024-25
Julian Ryerson,Norway,DEFENDER,UNKNOWN,28,1997-11-17,12,956,0,0,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250092517,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250092517.jpg,2024-25
Timon Wellenreuther,Germany,GOALKEEPER,UNKNOWN,30,1995-12-03,11,955,0,0,0,1,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250063980,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063980.jpg,2024-25
Marcus Thuram,France,FORWARD,WINGER,28,1997-08-06,14,953,4,1,0,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250068805,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068805.jpg,2024-25
Ardon Jashari,Switzerland,MIDFIELDER,UNKNOWN,23,2002-07-30,11,951,0,0,0,1,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250171283,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171283.jpg,2024-25
Emre Can,Germany,DEFENDER,DEFENSIVE_MIDFIELDER,32,1994-01-12,12,940,2,1,2,1,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250017824,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250017824.jpg,2024-25
Christos Tzolis,Greece,FORWARD,WINGER,24,2002-01-30,12,939,1,4,0,2,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250124460,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124460.jpg,2024-25
Raphael Onyedika,Nigeria,MIDFIELDER,UNKNOWN,25,2001-04-19,11,939,1,1,0,2,1,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250135101,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135101.jpg,2024-25
Gabriel Martinelli,Brazil,FORWARD,WINGER,24,2001-06-18,13,935,2,2,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250134304,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134304.jpg,2024-25
Jan Oblak,Slovenia,GOALKEEPER,GOALKEEPER,33,1993-01-07,10,930,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250012069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250012069.jpg,2024-25
Tomás Araújo,Portugal,DEFENDER,CENTRE_BACK,24,2002-05-16,11,927,0,0,0,0,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250117410,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117410.jpg,2024-25
Igor Paixão,Brazil,FORWARD,UNKNOWN,25,2000-06-28,11,921,2,4,0,0,0,Feyenoord,FEY,https://img.uefa.com/imgml/TP/teams/logos/240x240/52749.png,250177886,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177886.jpg,2024-25
Pascal Gross,Germany,MIDFIELDER,UNKNOWN,34,1991-06-15,13,918,1,2,0,3,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250029535,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250029535.jpg,2024-25
Olivier Boscagli,France,DEFENDER,CENTRE_BACK,28,1997-11-18,11,913,0,0,0,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250068808,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068808.jpg,2024-25
Benjamin Pavard,France,DEFENDER,UNKNOWN,30,1996-03-28,12,909,1,0,0,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250081921,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081921.jpg,2024-25
Vangelis Pavlidis,Greece,FORWARD,STRIKER,27,1998-11-21,12,905,7,2,2,1,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250078012,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078012.jpg,2024-25
Luuk de Jong,Netherlands,FORWARD,STRIKER,35,1990-08-27,12,905,2,1,0,2,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250005343,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250005343.jpg,2024-25
Álvaro Carreras,Spain,DEFENDER,UNKNOWN,23,2003-03-23,10,900,0,2,0,5,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250153945,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153945.jpg,2024-25
Alexsandro,Brazil,DEFENDER,UNKNOWN,26,1999-08-09,10,900,0,1,0,1,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250188247,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188247.jpg,2024-25
Jonathan Tah,Germany,DEFENDER,CENTRE_BACK,30,1996-02-11,10,900,0,0,0,2,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250055660,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055660.jpg,2024-25
Kasper Schmeichel,Denmark,GOALKEEPER,GOALKEEPER,39,1986-11-05,10,900,0,0,0,1,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,74954,https://img.uefa.com/imgml/TP/players/1/2025/324x324/74954.jpg,2024-25
Lucas Chevalier,France,GOALKEEPER,GOALKEEPER,24,2001-11-06,10,900,0,0,0,1,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250135068,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135068.jpg,2024-25
Callum McGregor,Scotland,MIDFIELDER,WINGER,32,1993-06-14,10,900,0,0,0,0,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,250014042,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250014042.jpg,2024-25
Thomas Partey,Ghana,MIDFIELDER,DEFENSIVE_MIDFIELDER,32,1993-06-13,12,899,0,0,0,3,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250086316,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086316.jpg,2024-25
Ferland Mendy,France,DEFENDER,FULL_BACK,30,1995-06-08,11,888,0,1,0,1,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250112803,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112803.jpg,2024-25
Julian Brandt,Germany,MIDFIELDER,WINGER,30,1996-05-02,13,884,0,4,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250046522,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250046522.jpg,2024-25
Rodrygo,Brazil,FORWARD,WINGER,25,2001-01-09,12,880,5,2,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250132829,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132829.jpg,2024-25
Marten de Roon,Netherlands,MIDFIELDER,CENTRAL_MIDFIELDER,35,1991-03-29,10,874,0,1,0,2,0,Atalanta BC,ATA,https://img.uefa.com/imgml/TP/teams/logos/240x240/52816.png,250014709,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250014709.jpg,2024-25
Alejandro Grimaldo,Spain,DEFENDER,FULL_BACK,30,1995-09-20,10,871,2,2,0,0,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250042422,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042422.jpg,2024-25
Tijjani Reijnders,Netherlands,MIDFIELDER,CENTRAL_MIDFIELDER,27,1998-07-29,10,870,3,0,0,0,0,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,250121294,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121294.jpg,2024-25
Jamal Musiala,Germany,MIDFIELDER,UNKNOWN,23,2003-02-26,12,866,3,4,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250124430,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124430.jpg,2024-25
Theo Hernández,France,DEFENDER,FULL_BACK,28,1997-10-06,10,861,0,0,0,4,1,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,250076126,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076126.jpg,2024-25
Mike Maignan,France,GOALKEEPER,GOALKEEPER,30,1995-07-03,10,861,0,0,0,1,0,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,250042780,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042780.jpg,2024-25
Johan Bakayoko,Belgium,FORWARD,UNKNOWN,23,2003-04-20,12,860,2,1,0,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250130406,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250130406.jpg,2024-25
Ryan Flamingo,Netherlands,DEFENDER,UNKNOWN,23,2002-12-31,11,858,3,0,0,0,1,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250189506,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189506.jpg,2024-25
Lautaro Martínez,Argentina,FORWARD,STRIKER,28,1997-08-22,14,857,9,0,1,2,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250118281,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118281.jpg,2024-25
Ferran Jutglà,Spain,FORWARD,STRIKER,27,1999-02-01,12,857,2,2,0,0,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250173126,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250173126.jpg,2024-25
Henrikh Mkhitaryan,Armenia,MIDFIELDER,ATTACKING_MIDFIELDER,37,1989-01-21,13,856,0,1,0,3,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,98023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/98023.jpg,2024-25
Thilo Kehrer,Germany,DEFENDER,CENTRAL_MIDFIELDER,29,1996-09-21,10,855,1,2,0,2,0,AS Monaco,MON,https://img.uefa.com/imgml/TP/teams/logos/240x240/50023.png,250055663,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055663.jpg,2024-25
Bafodé Diakité,France,DEFENDER,UNKNOWN,25,2001-01-06,10,855,0,0,0,1,0,LOSC Lille,LIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/75797.png,250106709,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106709.jpg,2024-25
Kerem Aktürkoğlu,Türkiye,FORWARD,UNKNOWN,27,1998-10-21,12,853,4,0,0,1,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250146674,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250146674.jpg,2024-25
Jurriën Timber,Netherlands,DEFENDER,FULL_BACK,24,2001-06-17,13,852,1,1,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250101728,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101728.jpg,2024-25
Jamie Gittens,England,MIDFIELDER,UNKNOWN,21,2004-08-08,14,848,4,0,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250153402,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153402.jpg,2024-25
Marcel Sabitzer,Austria,MIDFIELDER,ATTACKING_MIDFIELDER,32,1994-03-17,11,845,0,0,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250024349,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024349.jpg,2024-25
