name,nation,position,detailed_position,age,birth_date,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name,team_code,team_logo_url,player_id,player_image_url,season
Nemanja Gudelj,Serbia,MIDFIELDER,CENTRAL_MIDFIELDER,34,1991-11-16,6,496,0,0,0,2,0,Sevilla FC,SEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/52714.png,1909874,https://img.uefa.com/imgml/TP/players/1/2023/324x324/1909874.jpg,2022-23
Abakar Sylla,Ivory Coast,DEFENDER,UNKNOWN,23,2002-12-25,6,495,1,0,0,4,0,Club Brugge KV,BRU,https://img.uefa.com/imgml/TP/teams/logos/240x240/50043.png,250174945,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250174945.jpg,2022-23
Luděk Pernica,Czechia,DEFENDER,CENTRE_BACK,35,1990-06-16,6,495,0,0,0,2,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250026228,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250026228.jpg,2022-23
Lukáš Kalvach,Czechia,MIDFIELDER,UNKNOWN,30,1995-07-19,6,495,0,0,0,1,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250066619,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250066619.jpg,2022-23
Maurits Kjærgaard,Denmark,MIDFIELDER,UNKNOWN,22,2003-06-26,6,495,0,0,0,0,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250129343,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250129343.jpg,2022-23
Mislav Oršić,Croatia,FORWARD,WINGER,33,1992-12-29,6,494,2,0,0,1,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250024176,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250024176.jpg,2022-23
Bruno Petković,Croatia,FORWARD,STRIKER,31,1994-09-16,6,493,1,2,0,1,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250063394,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250063394.jpg,2022-23
Leonardo Balerdi,Argentina,DEFENDER,UNKNOWN,27,1999-01-26,6,490,1,0,0,1,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250128118,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250128118.jpg,2022-23
Jordan Veretout,France,MIDFIELDER,CENTRAL_MIDFIELDER,33,1993-03-01,6,489,0,1,0,2,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250017724,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250017724.jpg,2022-23
James Tavernier,England,DEFENDER,FULL_BACK,34,1991-10-31,6,487,1,0,1,1,0,Rangers FC,RAN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50121.png,250025426,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250025426.jpg,2022-23
Artem Bondarenko,Ukraine,MIDFIELDER,CENTRAL_MIDFIELDER,25,2000-08-21,6,487,0,0,0,1,0,FC Shakhtar Donetsk,SHK,https://img.uefa.com/imgml/TP/teams/logos/240x240/52707.png,250112969,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250112969.jpg,2022-23
Frantzdy Pierrot,Haiti,FORWARD,UNKNOWN,31,1995-03-29,6,486,0,2,0,1,0,Maccabi Haifa FC,MHA,https://img.uefa.com/imgml/TP/teams/logos/240x240/59045.png,250174266,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250174266.jpg,2022-23
Viktor Claesson,Sweden,MIDFIELDER,ATTACKING_MIDFIELDER,34,1992-01-02,6,485,0,1,0,2,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250024171,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250024171.jpg,2022-23
Georgiy Sudakov,Ukraine,MIDFIELDER,ATTACKING_MIDFIELDER,23,2002-09-01,6,484,0,2,0,0,0,FC Shakhtar Donetsk,SHK,https://img.uefa.com/imgml/TP/teams/logos/240x240/52707.png,250119181,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250119181.jpg,2022-23
Matt O'Riley,Denmark,MIDFIELDER,UNKNOWN,25,2000-11-21,6,484,0,0,0,2,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,250169725,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250169725.jpg,2022-23
Victor Kristiansen,Denmark,DEFENDER,UNKNOWN,23,2002-12-16,6,482,0,0,0,0,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250129344,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250129344.jpg,2022-23
Raphaël Guerreiro,Portugal,DEFENDER,FULL_BACK,32,1993-12-22,6,481,2,0,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250066156,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250066156.jpg,2022-23
Jonathan Tah,Germany,DEFENDER,CENTRE_BACK,30,1996-02-11,6,480,0,0,0,1,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250055660,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250055660.jpg,2022-23
Julian Brandt,Germany,MIDFIELDER,WINGER,30,1996-05-02,7,477,1,1,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250046522,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250046522.jpg,2022-23
Arijan Ademi,North Macedonia,MIDFIELDER,DEFENSIVE_MIDFIELDER,35,1991-05-29,6,475,0,0,0,2,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250005231,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250005231.jpg,2022-23
Valentin Rongier,France,MIDFIELDER,UNKNOWN,31,1994-12-07,6,471,0,0,0,0,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250144222,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250144222.jpg,2022-23
Noah Okafor,Switzerland,FORWARD,WINGER,26,2000-05-24,6,470,3,0,1,1,0,FC Salzburg,SAL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50030.png,250101696,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250101696.jpg,2022-23
Julián Alvarez,Argentina,FORWARD,UNKNOWN,26,2000-01-31,10,468,3,2,0,1,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250172668,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250172668.jpg,2022-23
Manuel Ugarte,Uruguay,MIDFIELDER,UNKNOWN,25,2001-04-11,6,468,0,0,0,2,0,Sporting Clube de Portugal,SPO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50149.png,250161762,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250161762.jpg,2022-23
Neta Lavi,Israel,MIDFIELDER,UNKNOWN,29,1996-08-25,6,468,0,0,0,2,0,Maccabi Haifa FC,MHA,https://img.uefa.com/imgml/TP/teams/logos/240x240/59045.png,250058053,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250058053.jpg,2022-23
Steven Berghuis,Netherlands,FORWARD,WINGER,34,1991-12-19,6,467,2,2,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250014668,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250014668.jpg,2022-23
Nahuel Molina,Argentina,DEFENDER,UNKNOWN,28,1998-04-06,6,467,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250172673,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250172673.jpg,2022-23
Hirving Lozano,Mexico,FORWARD,WINGER,30,1995-07-30,9,466,1,1,0,0,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250106789,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250106789.jpg,2022-23
Callum Hudson-Odoi,England,FORWARD,UNKNOWN,25,2000-11-07,6,466,1,0,0,0,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250104090,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250104090.jpg,2022-23
Borna Barišić,Croatia,DEFENDER,FULL_BACK,33,1992-11-10,6,464,0,0,0,1,0,Rangers FC,RAN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50121.png,250084988,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250084988.jpg,2022-23
Adam Vlkanova,Czechia,MIDFIELDER,UNKNOWN,31,1994-09-04,6,463,1,1,0,0,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250172634,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250172634.jpg,2022-23
João Félix,Portugal,FORWARD,STRIKER,26,1999-11-10,9,462,0,0,0,0,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250101463,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250101463.jpg,2022-23
Axel Witsel,Belgium,MIDFIELDER,DEFENSIVE_MIDFIELDER,37,1989-01-12,6,461,0,1,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,103335,https://img.uefa.com/imgml/TP/players/1/2023/324x324/103335.jpg,2022-23
Reo Hatate,Japan,DEFENDER,UNKNOWN,28,1997-11-21,6,454,0,1,0,1,0,Celtic FC,CEL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50050.png,250169705,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250169705.jpg,2022-23
Mohammed Kudus,Ghana,MIDFIELDER,ATTACKING_MIDFIELDER,25,2000-08-02,6,451,4,2,0,1,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250121904,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250121904.jpg,2022-23
Lukas Lerager,Denmark,MIDFIELDER,CENTRAL_MIDFIELDER,32,1993-07-12,6,450,0,0,0,2,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250059199,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250059199.jpg,2022-23
Piero Hincapié,Ecuador,DEFENDER,UNKNOWN,24,2002-01-09,5,450,0,0,0,3,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250163454,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250163454.jpg,2022-23
David Carmo,Angola,DEFENDER,CENTRE_BACK,26,1999-07-19,5,450,0,0,0,3,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,250117455,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250117455.jpg,2022-23
John Lundstram,England,MIDFIELDER,UNKNOWN,32,1994-02-18,5,450,0,0,0,3,0,Rangers FC,RAN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50121.png,250024786,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250024786.jpg,2022-23
José Ángel Carmona,Spain,DEFENDER,UNKNOWN,24,2002-01-29,5,450,0,0,0,2,0,Sevilla FC,SEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/52714.png,250153659,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250153659.jpg,2022-23
Allan McGregor,Scotland,GOALKEEPER,GOALKEEPER,44,1982-01-31,5,450,0,0,0,0,0,Rangers FC,RAN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50121.png,48714,https://img.uefa.com/imgml/TP/players/1/2023/324x324/48714.jpg,2022-23
Dylan Batubinsika,DR Congo,DEFENDER,CENTRE_BACK,30,1996-02-15,5,450,0,0,0,0,0,Maccabi Haifa FC,MHA,https://img.uefa.com/imgml/TP/teams/logos/240x240/59045.png,250064588,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250064588.jpg,2022-23
Jindřich Staněk,Czechia,GOALKEEPER,UNKNOWN,30,1996-04-27,5,450,0,0,0,0,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250055112,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250055112.jpg,2022-23
Jan Oblak,Slovenia,GOALKEEPER,GOALKEEPER,33,1993-01-07,5,450,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250012069,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250012069.jpg,2022-23
Marc-André ter Stegen,Germany,GOALKEEPER,GOALKEEPER,34,1992-04-30,5,450,0,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250007631,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250007631.jpg,2022-23
Ciprian Tătăruşanu,Romania,GOALKEEPER,GOALKEEPER,40,1986-02-09,5,450,0,0,0,0,0,AC Milan,MIL,https://img.uefa.com/imgml/TP/teams/logos/240x240/50058.png,1902645,https://img.uefa.com/imgml/TP/players/1/2023/324x324/1902645.jpg,2022-23
Danilo,Portugal,MIDFIELDER,DEFENSIVE_MIDFIELDER,34,1991-09-09,7,449,0,0,0,0,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250014528,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250014528.jpg,2022-23
Patrik Schick,Czechia,FORWARD,STRIKER,30,1996-01-24,5,448,0,0,0,0,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250055110,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250055110.jpg,2022-23
Mohamed Daramy,Denmark,MIDFIELDER,STRIKER,24,2002-01-07,6,447,0,0,0,1,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250120799,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250120799.jpg,2022-23
Adrien Rabiot,France,MIDFIELDER,CENTRAL_MIDFIELDER,31,1995-04-03,5,447,2,0,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250053905,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250053905.jpg,2022-23
Leonardo Bonucci,Italy,DEFENDER,CENTRE_BACK,39,1987-05-01,6,444,1,0,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250017925,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250017925.jpg,2022-23
David Neres,Brazil,FORWARD,STRIKER,29,1997-03-03,9,443,3,1,0,2,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250106648,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250106648.jpg,2022-23
Robert Lewandowski,Poland,FORWARD,STRIKER,37,1988-08-21,5,442,5,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250002096,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250002096.jpg,2022-23
Eric Maxim Choupo-Moting,Cameroon,MIDFIELDER,UNKNOWN,37,1989-03-23,7,441,4,0,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,1904338,https://img.uefa.com/imgml/TP/players/1/2023/324x324/1904338.jpg,2022-23
Nacho,Spain,DEFENDER,CENTRE_BACK,36,1990-01-18,8,439,0,0,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,1900122,https://img.uefa.com/imgml/TP/players/1/2023/324x324/1900122.jpg,2022-23
Nuno Mendes,Portugal,DEFENDER,FULL_BACK,23,2002-06-19,6,439,1,0,0,0,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250136465,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250136465.jpg,2022-23
Mason Mount,England,MIDFIELDER,ATTACKING_MIDFIELDER,27,1999-01-10,9,438,0,2,0,3,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250076240,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250076240.jpg,2022-23
Trevoh Chalobah,England,DEFENDER,UNKNOWN,26,1999-07-05,6,437,0,0,0,0,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250076233,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250076233.jpg,2022-23
Juan Cuadrado,Colombia,MIDFIELDER,UNKNOWN,38,1988-05-26,6,436,0,1,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250015966,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250015966.jpg,2022-23
Jhon Mosquera,Colombia,MIDFIELDER,WINGER,36,1990-05-08,5,434,0,1,0,3,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250144286,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250144286.jpg,2022-23
Dušan Tadić,Serbia,FORWARD,STRIKER,37,1988-11-20,5,433,0,1,0,2,1,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,1902464,https://img.uefa.com/imgml/TP/players/1/2023/324x324/1902464.jpg,2022-23
Aurélien Tchouaméni,France,MIDFIELDER,CENTRAL_MIDFIELDER,26,2000-01-27,10,431,0,0,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250105244,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250105244.jpg,2022-23
Filip Kostić,Serbia,FORWARD,WINGER,33,1992-11-01,6,431,0,1,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250024301,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250024301.jpg,2022-23
David Khocholava,Georgia,DEFENDER,CENTRE_BACK,33,1993-02-08,5,431,0,0,0,1,1,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250004261,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250004261.jpg,2022-23
Odilon Kossounou,Ivory Coast,DEFENDER,CENTRE_BACK,25,2001-01-04,5,429,0,0,0,1,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250132810,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250132810.jpg,2022-23
Pedro Porro,Spain,DEFENDER,FULL_BACK,26,1999-09-13,6,428,0,1,0,1,0,Tottenham Hotspur,TOT,https://img.uefa.com/imgml/TP/teams/logos/240x240/1652.png,150562676,https://img.uefa.com/imgml/TP/players/1/2023/324x324/150562676.jpg,2022-23
Danilo,Brazil,DEFENDER,UNKNOWN,34,1991-07-15,5,428,0,0,0,3,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250039931,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250039931.jpg,2022-23
Victor Osimhen,Nigeria,FORWARD,STRIKER,27,1998-12-29,6,424,5,0,0,1,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250132987,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250132987.jpg,2022-23
Milan Havel,Czechia,DEFENDER,FULL_BACK,31,1994-08-07,6,424,0,0,0,0,0,FC Viktoria Plzeň,PLZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/64388.png,250087973,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250087973.jpg,2022-23
Ivan Rakitić,Croatia,MIDFIELDER,CENTRAL_MIDFIELDER,38,1988-03-10,6,421,0,1,0,0,0,Sevilla FC,SEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/52714.png,97744,https://img.uefa.com/imgml/TP/players/1/2023/324x324/97744.jpg,2022-23
Kenneth Taylor,Netherlands,MIDFIELDER,CENTRAL_MIDFIELDER,24,2002-05-16,6,420,0,1,0,2,0,AFC Ajax,AJX,https://img.uefa.com/imgml/TP/teams/logos/240x240/50143.png,250113011,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250113011.jpg,2022-23
Matteo Guendouzi,France,MIDFIELDER,CENTRAL_MIDFIELDER,27,1999-04-14,6,419,2,0,1,1,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250122927,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250122927.jpg,2022-23
Alexis Sánchez,Chile,FORWARD,STRIKER,37,1988-12-19,5,419,2,1,0,0,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250003528,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250003528.jpg,2022-23
Yukhym Konoplia,Ukraine,DEFENDER,UNKNOWN,26,1999-08-26,5,419,0,0,0,2,0,FC Shakhtar Donetsk,SHK,https://img.uefa.com/imgml/TP/teams/logos/240x240/52707.png,250112974,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250112974.jpg,2022-23
Robin Gosens,Germany,DEFENDER,FULL_BACK,31,1994-07-05,11,418,1,0,0,1,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,250062606,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250062606.jpg,2022-23
Roberto Firmino,Brazil,FORWARD,STRIKER,34,1991-10-02,8,417,2,1,0,0,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250080619,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250080619.jpg,2022-23
Jorginho,Italy,MIDFIELDER,CENTRAL_MIDFIELDER,34,1991-12-20,6,416,1,0,1,0,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250067749,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250067749.jpg,2022-23
Ousmane Dembélé,France,FORWARD,UNKNOWN,29,1997-05-15,6,415,1,2,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250066886,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250066886.jpg,2022-23
Jonathan Clauss,France,DEFENDER,UNKNOWN,33,1992-09-25,6,415,0,1,0,1,0,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250171228,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250171228.jpg,2022-23
Dušan Vlahović,Serbia,FORWARD,STRIKER,26,2000-01-28,5,413,1,1,0,0,0,Juventus,JUV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50139.png,250099180,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250099180.jpg,2022-23
Marc Cucurella,Spain,DEFENDER,FULL_BACK,27,1998-07-22,8,411,0,0,0,2,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250076168,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250076168.jpg,2022-23
Sadegh Moharrami,Iran,DEFENDER,FULL_BACK,30,1996-03-01,6,410,0,0,0,2,0,GNK Dinamo,DIN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50164.png,250121162,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250121162.jpg,2022-23
Robert Andrich,Germany,MIDFIELDER,UNKNOWN,31,1994-09-22,5,409,1,0,0,4,0,Bayer 04 Leverkusen,LEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50109.png,250055957,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250055957.jpg,2022-23
Daley Blind,Netherlands,DEFENDER,CENTRE_BACK,36,1990-03-09,5,409,0,0,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,108908,https://img.uefa.com/imgml/TP/players/1/2023/324x324/108908.jpg,2022-23
Pierre-Emerick Aubameyang,Gabon,FORWARD,STRIKER,36,1989-06-18,6,408,2,1,0,0,0,Chelsea FC,CHE,https://img.uefa.com/imgml/TP/teams/logos/240x240/52914.png,250011037,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250011037.jpg,2022-23
Chancel Mbemba,DR Congo,DEFENDER,CENTRE_BACK,31,1994-08-08,5,408,2,1,0,0,1,Olympique de Marseille,MAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/52748.png,250063997,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250063997.jpg,2022-23
Matteo Politano,Italy,FORWARD,WINGER,32,1993-08-03,9,406,1,1,1,2,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250050381,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250050381.jpg,2022-23
Antoine Griezmann,France,FORWARD,STRIKER,35,1991-03-21,6,406,1,1,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250019498,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250019498.jpg,2022-23
Marcos Alonso,Spain,DEFENDER,FULL_BACK,35,1990-12-28,5,405,1,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250008348,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250008348.jpg,2022-23
Alexander Meyer,Germany,GOALKEEPER,UNKNOWN,35,1991-04-13,5,405,0,0,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250174737,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250174737.jpg,2022-23
Chiquinho,Portugal,FORWARD,ATTACKING_MIDFIELDER,30,1995-07-19,9,404,0,1,0,0,0,SL Benfica,BEN,https://img.uefa.com/imgml/TP/teams/logos/240x240/50147.png,250131924,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250131924.jpg,2022-23
Emil Forsberg,Sweden,FORWARD,WINGER,34,1991-10-23,8,403,1,0,0,0,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250013469,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250013469.jpg,2022-23
Pedri,Spain,MIDFIELDER,UNKNOWN,23,2002-11-25,5,403,0,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250143693,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250143693.jpg,2022-23
Isco,Spain,MIDFIELDER,ATTACKING_MIDFIELDER,34,1992-04-21,6,402,1,1,0,0,0,Sevilla FC,SEV,https://img.uefa.com/imgml/TP/teams/logos/240x240/52714.png,250024454,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250024454.jpg,2022-23
José María Giménez,Uruguay,DEFENDER,CENTRE_BACK,31,1995-01-20,5,402,0,0,0,1,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250063505,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250063505.jpg,2022-23
Darwin Núñez,Uruguay,FORWARD,STRIKER,26,1999-06-24,8,401,4,1,0,1,0,Liverpool FC,LIV,https://img.uefa.com/imgml/TP/teams/logos/240x240/7889.png,250144965,https://img.uefa.com/imgml/TP/players/1/2023/324x324/250144965.jpg,2022-23
