name,nation,position,detailed_position,age,birth_date,matches_played,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,team_name,team_code,team_logo_url,player_id,player_image_url,season
Jude Bellingham,England,MIDFIELDER,UNKNOWN,22,2003-06-29,11,993,4,5,0,2,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250128377,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250128377.jpg,2023-24
Nacho,Spain,DEFENDER,CENTRE_BACK,36,1990-01-18,12,981,0,0,0,1,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,1900122,https://img.uefa.com/imgml/TP/players/1/2024/324x324/1900122.jpg,2023-24
Achraf Hakimi,Morocco,DEFENDER,WINGER,27,1998-11-04,11,981,1,1,0,4,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250088061,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250088061.jpg,2023-24
Nico Schlotterbeck,Germany,DEFENDER,UNKNOWN,26,1999-12-01,12,976,0,2,0,5,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250134856,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250134856.jpg,2023-24
Ousmane Dembélé,France,FORWARD,UNKNOWN,29,1997-05-15,11,954,2,2,0,5,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250066886,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250066886.jpg,2023-24
Gabriel,Brazil,DEFENDER,CENTRE_BACK,28,1997-12-19,10,930,0,0,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250131901,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250131901.jpg,2023-24
Jan Oblak,Slovenia,GOALKEEPER,GOALKEEPER,33,1993-01-07,10,930,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250012069,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250012069.jpg,2023-24
Leroy Sané,Germany,MIDFIELDER,WINGER,30,1996-01-11,12,929,2,2,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250063984,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250063984.jpg,2023-24
Marcel Sabitzer,Austria,MIDFIELDER,ATTACKING_MIDFIELDER,32,1994-03-17,12,929,1,5,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250024349,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250024349.jpg,2023-24
Vitinha,Portugal,MIDFIELDER,UNKNOWN,26,2000-02-13,12,914,2,1,0,2,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250101444,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250101444.jpg,2023-24
Emre Can,Germany,DEFENDER,DEFENSIVE_MIDFIELDER,32,1994-01-12,11,913,0,0,0,4,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250017824,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250017824.jpg,2023-24
Warren Zaïre-Emery,France,MIDFIELDER,DEFENSIVE_MIDFIELDER,20,2006-03-08,11,905,1,3,0,1,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250153849,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250153849.jpg,2023-24
Vinícius Júnior,Brazil,FORWARD,UNKNOWN,25,2000-07-12,10,901,6,5,1,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250121533,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250121533.jpg,2023-24
William Saliba,France,DEFENDER,CENTRE_BACK,25,2001-03-24,10,901,0,0,0,1,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250127439,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250127439.jpg,2023-24
Marquinhos,Brazil,DEFENDER,CENTRE_BACK,32,1994-05-14,10,900,0,2,0,2,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250064064,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250064064.jpg,2023-24
Julian Ryerson,Norway,DEFENDER,UNKNOWN,28,1997-11-17,10,897,0,0,0,2,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250092517,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250092517.jpg,2023-24
Axel Witsel,Belgium,MIDFIELDER,DEFENSIVE_MIDFIELDER,37,1989-01-12,10,887,0,0,0,0,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,103335,https://img.uefa.com/imgml/TP/players/1/2024/324x324/103335.jpg,2023-24
Jamal Musiala,Germany,MIDFIELDER,UNKNOWN,23,2003-02-26,11,882,2,1,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250124430,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250124430.jpg,2023-24
Ferland Mendy,France,DEFENDER,FULL_BACK,30,1995-06-08,11,871,0,0,0,1,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250112803,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250112803.jpg,2023-24
Toni Kroos,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,36,1990-01-04,12,861,0,2,0,2,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,103147,https://img.uefa.com/imgml/TP/players/1/2024/324x324/103147.jpg,2023-24
Dani Carvajal,Spain,DEFENDER,FULL_BACK,34,1992-01-11,10,846,1,0,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250024448,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250024448.jpg,2023-24
Lucas Hernández,France,DEFENDER,CENTRE_BACK,30,1996-02-14,11,842,1,0,0,2,0,Paris Saint-Germain,PSG,https://img.uefa.com/imgml/TP/teams/logos/240x240/52747.png,250063803,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250063803.jpg,2023-24
Declan Rice,England,MIDFIELDER,UNKNOWN,27,1999-01-14,10,840,0,0,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250083732,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250083732.jpg,2023-24
David Raya,Spain,GOALKEEPER,UNKNOWN,30,1995-09-15,9,840,0,0,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250171278,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250171278.jpg,2023-24
İlkay Gündoğan,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,35,1990-10-24,10,835,0,4,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250005335,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250005335.jpg,2023-24
Kai Havertz,Germany,MIDFIELDER,STRIKER,26,1999-06-11,10,832,1,0,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250087938,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250087938.jpg,2023-24
Antoine Griezmann,France,FORWARD,STRIKER,35,1991-03-21,10,821,6,1,0,1,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250019498,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250019498.jpg,2023-24
Mario Hermoso,Spain,DEFENDER,UNKNOWN,30,1995-06-18,9,818,1,1,0,3,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250063940,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250063940.jpg,2023-24
João Cancelo,Portugal,DEFENDER,FULL_BACK,32,1994-05-27,10,810,2,1,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250024746,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250024746.jpg,2023-24
Manuel Neuer,Germany,GOALKEEPER,GOALKEEPER,40,1986-03-27,9,810,0,0,0,0,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,97923,https://img.uefa.com/imgml/TP/players/1/2024/324x324/97923.jpg,2023-24
Nahuel Molina,Argentina,DEFENDER,UNKNOWN,28,1998-04-06,10,791,0,3,0,1,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250172673,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250172673.jpg,2023-24
Eduardo Camavinga,France,MIDFIELDER,DEFENSIVE_MIDFIELDER,23,2002-11-10,11,790,0,1,0,3,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250128270,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250128270.jpg,2023-24
Julian Brandt,Germany,MIDFIELDER,WINGER,30,1996-05-02,12,789,2,2,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250046522,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250046522.jpg,2023-24
Erling Haaland,Norway,FORWARD,UNKNOWN,25,2000-07-21,9,778,6,1,2,0,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250103758,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250103758.jpg,2023-24
Konrad Laimer,Austria,MIDFIELDER,CENTRAL_MIDFIELDER,29,1997-05-27,11,771,0,1,0,2,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250065413,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250065413.jpg,2023-24
Koke,Spain,MIDFIELDER,CENTRAL_MIDFIELDER,34,1992-01-08,9,771,0,1,0,2,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,1909917,https://img.uefa.com/imgml/TP/players/1/2024/324x324/1909917.jpg,2023-24
Rúben Dias,Portugal,DEFENDER,CENTRE_BACK,29,1997-05-14,9,766,0,1,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250058220,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250058220.jpg,2023-24
Leon Goretzka,Germany,MIDFIELDER,CENTRAL_MIDFIELDER,31,1995-02-06,10,761,0,1,0,2,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250041771,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250041771.jpg,2023-24
Ben White,England,DEFENDER,UNKNOWN,28,1997-10-08,10,754,0,1,0,2,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250156002,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250156002.jpg,2023-24
Martin Ødegaard,Norway,MIDFIELDER,ATTACKING_MIDFIELDER,27,1998-12-17,9,752,2,2,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250081341,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250081341.jpg,2023-24
Andriy Lunin,Ukraine,GOALKEEPER,GOALKEEPER,27,1999-02-11,8,750,0,0,0,0,0,Real Madrid C.F.,RMA,https://img.uefa.com/imgml/TP/teams/logos/240x240/50051.png,250089824,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250089824.jpg,2023-24
Diogo Costa,Portugal,GOALKEEPER,GOALKEEPER,26,1999-09-19,8,750,0,0,0,0,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,250076675,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250076675.jpg,2023-24
Robert Lewandowski,Poland,FORWARD,STRIKER,37,1988-08-21,9,736,3,0,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250002096,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250002096.jpg,2023-24
Bukayo Saka,England,FORWARD,WINGER,24,2001-09-05,9,725,4,4,0,0,0,Arsenal FC,ARS,https://img.uefa.com/imgml/TP/teams/logos/240x240/52280.png,250106939,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250106939.jpg,2023-24
Giovanni Di Lorenzo,Italy,DEFENDER,FULL_BACK,32,1993-08-04,8,720,1,1,0,0,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250064229,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250064229.jpg,2023-24
Ivan Provedel,Italy,GOALKEEPER,UNKNOWN,32,1994-03-17,8,720,1,0,0,0,0,S.S. Lazio,LAZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/52973.png,250088946,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250088946.jpg,2023-24
Jordan Teze,Netherlands,DEFENDER,FULL_BACK,26,1999-09-30,8,720,1,0,0,0,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250088122,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250088122.jpg,2023-24
Jules Koundé,France,DEFENDER,CENTRE_BACK,27,1998-11-12,8,720,0,0,0,1,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250096309,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250096309.jpg,2023-24
Walter Benítez,Argentina,GOALKEEPER,UNKNOWN,33,1993-01-19,8,720,0,0,0,0,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250101144,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250101144.jpg,2023-24
Kamil Grabara,Poland,GOALKEEPER,UNKNOWN,27,1999-01-08,8,720,0,0,0,0,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250090273,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250090273.jpg,2023-24
Alex Meret,Italy,GOALKEEPER,GOALKEEPER,29,1997-03-22,8,720,0,0,0,0,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250066753,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250066753.jpg,2023-24
Álex Remiro,Spain,GOALKEEPER,GOALKEEPER,31,1995-03-24,8,720,0,0,0,0,0,Real Sociedad de Fútbol,RSO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,250066244,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250066244.jpg,2023-24
Marc-André ter Stegen,Germany,GOALKEEPER,GOALKEEPER,34,1992-04-30,8,720,0,0,0,0,0,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250007631,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250007631.jpg,2023-24
Martin Zubimendi,Spain,MIDFIELDER,DEFENSIVE_MIDFIELDER,27,1999-02-02,8,713,0,0,0,0,0,Real Sociedad de Fútbol,RSO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,250143679,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250143679.jpg,2023-24
Karim Adeyemi,Germany,FORWARD,STRIKER,24,2002-01-18,12,709,2,1,0,0,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250127347,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250127347.jpg,2023-24
Kevin Diks,Indonesia,DEFENDER,FULL_BACK,29,1996-10-06,8,708,0,0,0,2,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250078678,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250078678.jpg,2023-24
Denis Vavro,Slovakia,DEFENDER,CENTRE_BACK,30,1996-04-10,8,708,0,0,0,2,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250058731,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250058731.jpg,2023-24
Alan Varela,Argentina,MIDFIELDER,UNKNOWN,24,2001-07-04,8,706,0,0,0,0,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,250188256,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250188256.jpg,2023-24
Alphonso Davies,Canada,MIDFIELDER,FULL_BACK,25,2000-11-02,10,704,1,0,0,3,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250128120,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250128120.jpg,2023-24
Rodri,Spain,MIDFIELDER,DEFENSIVE_MIDFIELDER,29,1996-06-22,8,697,1,2,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250082664,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250082664.jpg,2023-24
Igor Zubeldia,Spain,MIDFIELDER,CENTRAL_MIDFIELDER,29,1997-03-30,8,693,0,0,0,3,0,Real Sociedad de Fútbol,RSO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,250112514,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250112514.jpg,2023-24
Mohamed Elyounoussi,Norway,FORWARD,WINGER,31,1994-08-04,8,686,3,0,0,0,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250055967,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250055967.jpg,2023-24
Phil Foden,England,MIDFIELDER,UNKNOWN,26,2000-05-28,8,684,5,3,0,0,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250101534,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250101534.jpg,2023-24
Stanislav Lobotka,Slovakia,MIDFIELDER,DEFENSIVE_MIDFIELDER,31,1994-11-25,8,681,0,0,0,0,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250055982,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250055982.jpg,2023-24
Khvicha Kvaratskhelia,Georgia,FORWARD,UNKNOWN,25,2001-02-12,8,672,0,1,0,0,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250101808,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250101808.jpg,2023-24
Álvaro Morata,Spain,FORWARD,STRIKER,33,1992-10-23,10,667,5,0,0,2,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250024456,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250024456.jpg,2023-24
Manuel Akanji,Switzerland,DEFENDER,UNKNOWN,30,1995-07-19,8,667,2,0,0,2,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250085369,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250085369.jpg,2023-24
Pepe,Portugal,DEFENDER,CENTRE_BACK,43,1983-02-26,7,660,2,0,0,1,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,95417,https://img.uefa.com/imgml/TP/players/1/2024/324x324/95417.jpg,2023-24
Yann Sommer,Switzerland,GOALKEEPER,GOALKEEPER,37,1988-12-17,7,660,0,0,0,0,0,FC Internazionale Milano,INT,https://img.uefa.com/imgml/TP/teams/logos/240x240/50138.png,97746,https://img.uefa.com/imgml/TP/players/1/2024/324x324/97746.jpg,2023-24
Ederson,Brazil,GOALKEEPER,UNKNOWN,32,1993-08-17,7,660,0,0,0,0,0,Manchester City,MCI,https://img.uefa.com/imgml/TP/teams/logos/240x240/52919.png,250073809,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250073809.jpg,2023-24
Ronald Araújo,Uruguay,DEFENDER,UNKNOWN,27,1999-03-07,8,659,0,0,0,2,1,FC Barcelona,BAR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50080.png,250134170,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250134170.jpg,2023-24
Minjae Kim,Korea Republic,DEFENDER,UNKNOWN,29,1996-11-15,9,658,0,0,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250162325,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250162325.jpg,2023-24
Johan Bakayoko,Belgium,FORWARD,UNKNOWN,23,2003-04-20,8,653,1,1,0,0,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250130406,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250130406.jpg,2023-24
Galeno,Brazil,FORWARD,STRIKER,28,1997-10-22,7,651,5,4,0,0,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,250121327,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250121327.jpg,2023-24
Marcos Llorente,Spain,MIDFIELDER,UNKNOWN,31,1995-01-30,9,649,0,2,0,1,0,Atlético de Madrid,ATM,https://img.uefa.com/imgml/TP/teams/logos/240x240/50124.png,250079670,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250079670.jpg,2023-24
Noussair Mazraoui,Morocco,DEFENDER,FULL_BACK,28,1997-11-14,8,649,0,0,0,1,0,FC Bayern München,BAY,https://img.uefa.com/imgml/TP/teams/logos/240x240/50037.png,250075995,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250075995.jpg,2023-24
Luis Alberto,Spain,MIDFIELDER,ATTACKING_MIDFIELDER,33,1992-09-28,8,646,0,1,0,1,0,S.S. Lazio,LAZ,https://img.uefa.com/imgml/TP/teams/logos/240x240/52973.png,250020654,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250020654.jpg,2023-24
Sergiño Dest,USA,DEFENDER,FULL_BACK,25,2000-11-03,8,646,0,1,0,0,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250112998,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250112998.jpg,2023-24
Pepê,Brazil,FORWARD,UNKNOWN,29,1997-02-24,7,643,1,2,0,2,0,FC Porto,POR,https://img.uefa.com/imgml/TP/teams/logos/240x240/50064.png,250159919,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250159919.jpg,2023-24
Mikel Merino,Spain,MIDFIELDER,CENTRAL_MIDFIELDER,29,1996-06-22,7,630,2,1,0,2,0,Real Sociedad de Fútbol,RSO,https://img.uefa.com/imgml/TP/teams/logos/240x240/50123.png,250080572,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250080572.jpg,2023-24
David Raum,Germany,DEFENDER,UNKNOWN,28,1998-04-22,7,630,1,2,0,2,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250110361,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250110361.jpg,2023-24
Ian Maatsen,Netherlands,DEFENDER,UNKNOWN,24,2002-03-10,7,630,1,0,0,3,0,Borussia Dortmund,BVB,https://img.uefa.com/imgml/TP/teams/logos/240x240/52758.png,250117581,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250117581.jpg,2023-24
Rasmus Falk,Denmark,FORWARD,WINGER,34,1992-01-15,7,630,0,1,0,2,0,F.C. Copenhagen,CPH,https://img.uefa.com/imgml/TP/teams/logos/240x240/52709.png,250004106,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250004106.jpg,2023-24
Frank Anguissa,Cameroon,MIDFIELDER,CENTRAL_MIDFIELDER,30,1995-11-16,7,628,1,1,0,1,0,SSC Napoli,NAP,https://img.uefa.com/imgml/TP/teams/logos/240x240/50136.png,250086987,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250086987.jpg,2023-24
Luuk de Jong,Netherlands,FORWARD,STRIKER,35,1990-08-27,7,627,3,0,2,1,0,PSV Eindhoven,PSV,https://img.uefa.com/imgml/TP/teams/logos/240x240/50062.png,250005343,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250005343.jpg,2023-24
Xaver Schlager,Austria,MIDFIELDER,CENTRAL_MIDFIELDER,28,1997-09-28,8,624,1,2,0,2,0,RB Leipzig,RBL,https://img.uefa.com/imgml/TP/teams/logos/240x240/2603790.png,250065408,https://img.uefa.com/imgml/TP/players/1/2024/324x324/250065408.jpg,2023-24
